point_datetime,point_uuid,set_id,game_id,point_id,match_point,set_point,break_point,server,side,winner,ace_flag,double_fault_flag,serve,serve_type,serve_target,net_approach,first_net_approacher,net_approach_type,rally_length,final_shot,final_shot_hand,final_shot_type,metadata
2025-03-19 04:33:16.592746+00:00,2-17-102-1-0,2,17,102,0,0,0,1,0,1,False,False,3,2.0,2.0,True,2.0,1.0,4.0,1.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:34:22.564337+00:00,2-17-103-1-1,2,17,103,0,0,0,1,1,1,False,False,2,1.0,1.0,False,,,3.0,3.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:34:46.850942+00:00,2-17-104-1-0,2,17,104,0,0,0,1,0,1,False,False,2,1.0,1.0,False,,,2.0,1.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:35:29.183459+00:00,2-17-105-1-1,2,17,105,0,0,0,1,1,2,False,False,3,2.0,3.0,False,,,3.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:35:53.827124+00:00,2-17-106-1-0,2,17,106,0,0,0,1,0,1,False,False,2,1.0,1.0,False,,,4.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:36:27.949737+00:00,2-18-107-2-0,2,18,107,0,0,0,2,0,2,False,False,2,1.0,3.0,True,2.0,1.0,2.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:36:40.306668+00:00,2-18-108-2-1,2,18,108,0,0,0,2,1,2,True,False,1,1.0,1.0,False,,,1.0,1.0,,,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:37:04.472571+00:00,2-18-109-2-0,2,18,109,0,0,0,2,0,2,False,False,2,1.0,1.0,False,,,3.0,2.0,2.0,2.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:37:34.241220+00:00,2-18-110-2-1,2,18,110,0,0,0,2,1,1,False,False,2,1.0,3.0,False,,,4.0,2.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:37:58.423041+00:00,2-18-111-2-0,2,18,111,0,0,0,2,0,2,False,False,2,1.0,3.0,False,,,1.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:38:39.976299+00:00,2-19-112-1-0,2,19,112,0,0,0,1,0,2,False,False,3,2.0,2.0,False,,,2.0,3.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:39:11.928185+00:00,2-19-113-1-1,2,19,113,0,0,0,1,1,2,False,False,3,2.0,3.0,False,,,2.0,2.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:39:55.572236+00:00,2-19-114-1-0,2,19,114,0,0,0,1,0,1,False,False,2,1.0,3.0,True,1.0,1.0,2.0,1.0,1.0,4.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:40:14.714798+00:00,2-19-115-1-1,2,19,115,0,0,0,1,1,1,False,False,2,1.0,1.0,False,,,1.0,2.0,1.0,7.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:40:59.689299+00:00,2-19-116-1-0,2,19,116,0,0,0,1,0,1,False,False,2,1.0,3.0,False,,,1.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:41:37.103686+00:00,2-19-117-1-1,2,19,117,0,0,0,1,1,1,False,False,3,2.0,1.0,False,,,3.0,2.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:41:58.483955+00:00,2-20-118-2-0,2,20,118,0,0,0,2,0,2,False,False,2,1.0,1.0,False,,,1.0,2.0,2.0,7.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:42:30.869104+00:00,2-20-119-2-1,2,20,119,0,0,0,2,1,2,False,False,3,2.0,3.0,False,,,3.0,3.0,1.0,7.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:42:44.755726+00:00,2-20-120-2-0,2,20,120,0,0,0,2,0,2,True,False,1,1.0,3.0,False,,,1.0,1.0,,,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:43:47.278299+00:00,2-20-121-2-1,2,20,121,0,0,0,2,1,1,False,False,2,1.0,1.0,False,,,2.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:44:31.555338+00:00,2-20-122-2-0,2,20,122,0,0,0,2,0,2,False,False,2,1.0,1.0,False,,,4.0,2.0,1.0,7.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:47:02.145854+00:00,2-21-123-1-0,2,21,123,0,0,0,1,0,1,False,False,2,1.0,1.0,False,,,2.0,2.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:49:18.799024+00:00,2-21-124-1-1,2,21,124,0,0,0,1,1,1,False,False,3,2.0,3.0,False,,,1.0,2.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:49:47.959935+00:00,2-21-125-1-0,2,21,125,0,0,0,1,0,2,False,False,3,2.0,2.0,False,,,1.0,1.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:50:31.863592+00:00,2-21-126-1-1,2,21,126,0,0,0,1,1,2,False,False,3,2.0,2.0,False,,,4.0,3.0,1.0,5.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 04:51:27.464428+00:00,2-21-127-1-0,2,21,127,0,0,0,1,0,1,False,False,3,3.0,2.0,True,2.0,2.0,4.0,1.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:02:07.644510+00:00,2-21-128-1-1,2,21,128,0,0,0,1,1,1,False,False,3,2.0,1.0,False,,,4.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:02:51.635300+00:00,2-22-129-2-0,2,22,129,0,0,0,2,0,2,False,False,2,1.0,3.0,False,,,3.0,2.0,2.0,7.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:03:10.626551+00:00,2-22-130-1-1,2,22,130,0,0,0,1,1,1,False,False,2,1.0,3.0,True,1.0,1.0,2.0,1.0,1.0,4.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:03:48.657870+00:00,2-22-131-1-0,2,22,131,0,0,0,1,0,2,False,False,2,1.0,3.0,False,,,4.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:05:12.634510+00:00,2-22-132-2-1,2,22,132,0,0,0,2,1,1,False,False,3,2.0,3.0,False,,,2.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:05:49.009583+00:00,2-22-133-2-0,2,22,133,0,0,0,2,0,1,False,False,2,1.0,1.0,False,,,4.0,3.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:06:35.891283+00:00,2-22-134-1-1,2,22,134,0,0,0,1,1,2,False,False,2,1.0,3.0,False,,,4.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:07:08.303652+00:00,2-22-135-1-0,2,22,135,0,0,0,1,0,1,False,False,2,1.0,1.0,False,,,1.0,2.0,2.0,7.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:07:34.147015+00:00,2-22-136-2-1,2,22,136,0,0,0,2,1,2,False,False,3,2.0,1.0,False,,,1.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:08:25.757188+00:00,2-22-137-2-0,2,22,137,0,0,0,2,0,1,False,False,2,1.0,3.0,False,,,2.0,,,,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:09:07.466604+00:00,2-22-138-1-1,2,22,138,0,0,0,1,1,1,False,False,2,1.0,3.0,False,,,1.0,2.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:09:26.468387+00:00,2-22-139-1-0,2,22,139,0,0,0,1,0,1,False,False,2,1.0,3.0,False,,,2.0,1.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:29:01.235042+00:00,3-23-140-1-0,3,23,140,0,0,0,1,0,1,False,False,2,1.0,3.0,False,,,4.0,3.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:29:26.008256+00:00,3-23-141-1-1,3,23,141,0,0,0,1,1,2,False,False,3,2.0,3.0,False,,,3.0,1.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:30:00.007193+00:00,3-23-142-1-0,3,23,142,0,0,0,1,0,1,False,False,2,1.0,3.0,False,,,4.0,2.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:30:55.086863+00:00,3-23-143-1-1,3,23,143,0,0,0,1,1,1,False,False,3,2.0,1.0,True,2.0,1.0,4.0,1.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:31:21.740666+00:00,3-23-144-1-0,3,23,144,0,0,0,1,0,1,False,False,2,1.0,1.0,False,,,3.0,3.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:31:51.429730+00:00,3-24-145-2-0,3,24,145,0,0,0,2,0,2,False,False,2,1.0,1.0,False,,,1.0,2.0,2.0,7.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:32:41.860409+00:00,3-24-146-2-1,3,24,146,0,0,0,2,1,1,False,False,2,1.0,3.0,True,1.0,1.0,4.0,2.0,2.0,2.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:33:19.939527+00:00,3-24-147-2-0,3,24,147,0,0,0,2,0,2,False,False,2,1.0,3.0,False,,,2.0,1.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:33:42.443278+00:00,3-24-148-2-1,3,24,148,0,0,0,2,1,2,True,False,1,1.0,3.0,False,,,1.0,1.0,,,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:34:19.645346+00:00,3-24-149-2-0,3,24,149,0,0,0,2,0,1,False,False,2,1.0,1.0,False,,,4.0,2.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:34:41.795655+00:00,3-24-150-2-1,3,24,150,0,0,0,2,1,2,False,False,2,1.0,1.0,False,,,1.0,2.0,1.0,7.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:35:01.869988+00:00,3-25-151-1-0,3,25,151,0,0,0,1,0,1,True,False,1,1.0,1.0,False,,,1.0,1.0,,,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:35:50.806708+00:00,3-25-152-1-1,3,25,152,0,0,0,1,1,1,False,False,3,2.0,2.0,False,,,4.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:36:39.182503+00:00,3-25-153-1-0,3,25,153,0,0,0,1,0,1,False,False,3,2.0,1.0,True,2.0,1.0,4.0,2.0,2.0,4.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:38:01.485664+00:00,3-25-154-1-1,3,25,154,0,0,0,1,1,1,False,False,3,2.0,1.0,False,,,2.0,1.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:39:07.480210+00:00,3-26-155-2-0,3,26,155,0,0,0,2,0,1,False,False,3,2.0,2.0,False,,,2.0,3.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:39:41.147526+00:00,3-26-156-2-1,3,26,156,0,0,0,2,1,2,False,False,3,3.0,1.0,False,,,1.0,2.0,1.0,7.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:40:39.242800+00:00,3-26-157-2-0,3,26,157,0,0,0,2,0,2,False,False,2,1.0,3.0,True,2.0,1.0,2.0,2.0,2.0,6.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:41:00.967765+00:00,3-26-158-2-1,3,26,158,0,0,0,2,1,2,False,False,2,1.0,3.0,False,,,1.0,2.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:41:28.401919+00:00,3-26-159-2-0,3,26,159,0,0,0,2,0,2,False,False,2,1.0,3.0,False,,,1.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:41:54.704584+00:00,3-27-160-1-0,3,27,160,0,0,0,1,0,1,False,False,2,1.0,3.0,False,,,1.0,2.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:42:24.902073+00:00,3-27-161-1-1,3,27,161,0,0,0,1,1,1,False,False,3,2.0,2.0,False,,,2.0,1.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:42:53.501657+00:00,3-27-162-1-0,3,27,162,0,0,0,1,0,1,False,False,2,1.0,1.0,False,,,1.0,2.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:43:59.955397+00:00,3-27-163-1-1,3,27,163,0,0,0,1,1,1,False,False,3,2.0,3.0,False,,,3.0,3.0,2.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:44:31.985337+00:00,3-28-164-2-0,3,28,164,0,0,0,2,0,1,False,False,2,1.0,3.0,False,,,2.0,1.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:45:16.659527+00:00,3-28-165-2-1,3,28,165,0,0,0,2,1,1,False,False,3,2.0,3.0,False,,,4.0,3.0,1.0,1.0,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
2025-03-19 05:45:30.404077+00:00,3-28-166-2-0,3,28,166,0,0,0,2,0,2,True,False,1,1.0,3.0,False,,,1.0,1.0,,,"{'player1_name': 'Jannik Sinner', 'player2_name': 'Alexander Zverev', 'server': 1, 'match_best_of': 5, 'set_num_games': 6, 'set_tiebreak_to': 7, 'match_tiebreak': False, 'match_tiebreak_to': 10, 'datetime': '2025-01-26 08:30:00'}"
